VERSION,HOUID,DOUID,NO,ADDR,SPEC1,CON1,SPEC2,CON2,SPEC3,CON3,SPEC4,CON4,SPEC5,CON5,SPEC6,CON6,SPEC7,CON7,SPEC8,CON8,SPEC9,CON9,SPEC10,CON10,SPEC11,CON11,SPEC12,CON12,SPEC13,CON13,SPEC14,CON14,SPEC15,CON15,SPEC16,CON16,SPEC17,CON17,SPEC18,CON18,SPEC19,CON19,SPEC20,CON20,KEY1,VAL1,KEY2,VAL2,KEY3,VAL3,KEY4,VAL4,KEY5,VAL5,KEY6,VAL6,KEY7,VAL7,KEY8,VAL8,KEY9,VAL9,KEY10,VAL10,KEY11,VAL11,KEY12,VAL12,KEY13,VAL13,KEY14,VAL14,KEY15,VAL15,KEY16,VAL16,KEY17,VAL17,KEY18,VAL18,KEY19,VAL19,KEY20,VAL20,GOTO,REMARKS,SPEC21,CON21,SPEC22,CON22,SPEC23,CON23,SPEC24,CON24,SPEC25,CON25,SPEC26,CON26,SPEC27,CON27,SPEC28,CON28,SPEC29,CON29,SPEC30,CON30
44,1292445,91651318,53,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">600,<=700",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
44,1292445,91651319,54,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">700,<=800",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
44,1292445,91651320,55,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">800,<=900",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
44,1292445,91651321,56,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">900,<=1000",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
44,1292445,91651322,57,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1000,<=1100",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
44,1292445,91651323,58,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1100,<=1200",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
44,1292445,91651324,59,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1200,<=1300",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
44,1292445,91651325,60,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1300,<=1400",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
44,1292445,91651326,61,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1400,<=1500",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
44,1292445,91651327,62,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">=500,<=600",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
44,1292445,91651328,63,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">600,<=700",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
44,1292445,91651329,64,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">700,<=800",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
44,1292445,91651330,65,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">800,<=900",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
44,1292445,91651331,66,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">900,<=1000",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
44,1292445,91651332,67,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1000,<=1100",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
44,1292445,91651333,68,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1100,<=1200",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
44,1292445,91651334,69,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1200,<=1300",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
44,1292445,91651335,70,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1300,<=1400",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
44,1292445,91651336,71,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1400,<=1500",,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
44,1292445,91651337,72,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651338,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651339,74,,EL_ATYP,GTLX,EL_ETM,",GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD",EL_DREUSE,N,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310416G010A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651340,75,,EL_ATYP,GTLX,EL_ETM,",GH25A,GH25B,GH25E,GH25SA,GH25SB",EL_DREUSE,N,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310416G020A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651341,76,,EL_ATYP,GTLX,EL_ETM,",?GH15?,?GH25?,?GH15S?,?GH25S?",EL_DREUSE,Y,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310416G030A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651342,77,,EL_ATYP,GTLX,EL_ETM,",?GH15?,?GH25?,?GH15S?,?GH25S?",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310416G030A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651343,78,,EL_ATYP,GTLX,EL_ETM,",?GH15?,?GH25?,?GH15S?,?GH25S?",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310416G040A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651344,79,,EL_ATYP,GTLX,EL_ETM,",?GH15?,?GH25?,?GH15S?,?GH25S?",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310416G050A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651345,80,,EL_ATYP,GTLX,EL_ETM,?GH31?,EL_DREUSE,,EL_ECWTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310538G0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651346,81,,EL_ATYP,GTLX,EL_ETM,?GH35?,EL_DREUSE,,EL_ECWTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310918G0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651347,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651348,83,,EL_ATYP,GTLX_E,EL_ETM,?GH13?,EL_DREUSE,,EL_EPP,">=550,<=650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310801G0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651349,84,,EL_ATYP,GTLX_E,EL_ETM,?GH13?,EL_DREUSE,,EL_EPP,">650,<=900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310801G0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651350,85,,EL_ATYP,GTLX_E,EL_ETM,?GH13?,EL_DREUSE,,EL_EPP,">900,<=1500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310801G0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651351,86,,EL_ATYP,GTLX_E,EL_ETM,?GH18?,EL_DREUSE,,EL_EPP,">=550,<=1500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310802G0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651352,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651353,88,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,2,EL_EPP,">=550,<=700",EL_DREUSE,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/횡락 전체,,,,,,,,,,,,,,,,,,,,
44,1292445,91651354,89,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,2,EL_EPP,">700,<=900",EL_DREUSE,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/횡락 전체,,,,,,,,,,,,,,,,,,,,
44,1292445,91651355,90,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,2,EL_EPP,">900,<=1250",EL_DREUSE,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/횡락 전체,,,,,,,,,,,,,,,,,,,,
44,1292445,91651356,91,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,2,EL_EPP,">1250,<=1500",EL_DREUSE,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/횡락 전체,,,,,,,,,,,,,,,,,,,,
44,1292445,91651357,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651358,93,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,2,EL_EPP,">=550,<=700",EL_DREUSE,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/횡락 전체,,,,,,,,,,,,,,,,,,,,
44,1292445,91651359,94,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,2,EL_EPP,">700,<=900",EL_DREUSE,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/횡락 전체,,,,,,,,,,,,,,,,,,,,
44,1292445,91651360,95,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,2,EL_EPP,">900,<=1250",EL_DREUSE,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G0700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/횡락 전체,,,,,,,,,,,,,,,,,,,,
44,1292445,91651361,96,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,2,EL_EPP,">1250,<=1500",EL_DREUSE,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/횡락 전체,,,,,,,,,,,,,,,,,,,,
44,1292445,91651362,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651363,98,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">=550,<=700",EL_DREUSE,N,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/신규 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651364,99,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">700,<=900",EL_DREUSE,N,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/신규 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651365,100,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">900,<=1250",EL_DREUSE,N,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/신규 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651366,101,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">1250,<=1500",EL_DREUSE,N,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/신규 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651367,102,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">=550,<=700",EL_DREUSE,N,EL_ECWTP,!R,EL_EMFD,90,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/신규 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651368,103,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">700,<=900",EL_DREUSE,N,EL_ECWTP,!R,EL_EMFD,90,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/신규 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651369,104,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">900,<=1250",EL_DREUSE,N,EL_ECWTP,!R,EL_EMFD,90,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/신규 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651370,105,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">1250,<=1500",EL_DREUSE,N,EL_ECWTP,!R,EL_EMFD,90,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/신규 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651371,106,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">=550,<=700",EL_DREUSE,N,EL_ECWTP,!R,EL_EMFD,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/신규 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651372,107,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">700,<=900",EL_DREUSE,N,EL_ECWTP,!R,EL_EMFD,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/신규 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651373,108,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">900,<=1250",EL_DREUSE,N,EL_ECWTP,!R,EL_EMFD,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/신규 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651374,109,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">1250,<=1500",EL_DREUSE,N,EL_ECWTP,!R,EL_EMFD,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 후락/신규 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651375,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651376,111,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">=550,<=700",EL_DREUSE,N,EL_ECWTP,!R,EL_EMFD,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 횡락(RH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651377,112,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">700,<=900",EL_DREUSE,N,EL_ECWTP,!R,EL_EMFD,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 횡락(RH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651378,113,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">900,<=1250",EL_DREUSE,N,EL_ECWTP,!R,EL_EMFD,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 횡락(RH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651379,114,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">1250,<=1500",EL_DREUSE,N,EL_ECWTP,!R,EL_EMFD,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 횡락(RH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651380,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
