PARENTNO,PROD_STATUS,PROD_MODDATE,BRAND,GISONG,ASPSCD,SPEED,CAPA,PARTNO,PARTNAME,SPEC,PART_QTY,CMT,BLOCKNO
210360L16,RLS,2026-08-04,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,23,,B120B03
210360L16,RLS,2026-08-04,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G020A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
N28379L01,RLS,2026-04-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28452L01,RLS,2026-05-26,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28487L02,RLS,2026-05-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",13,,B120B03
213474L01,RLS,2026-05-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28534L01,RLS,2026-04-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28534L04,RLS,2026-05-11,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
212339L02,RLS,2026-06-18,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
214054L01,RLS,2026-06-11,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
210830L03,RLS,2026-08-18,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
212411L02,RLS,2026-07-20,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
213933L01,RLS,2026-05-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28430L01,RLS,2026-06-11,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28620L02,RLS,2026-06-12,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28290L01,RLS,2026-05-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28670L01,RLS,2026-05-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28670L02,RLS,2026-05-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
213809L02,RLS,2026-06-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
N28674L03,RLS,2026-07-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",5,,B120B03
N28674L04,RLS,2026-08-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",5,,B120B03
214091L01,RLS,2026-06-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
M20552NC200-M20552L04,RLS,2026-09-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,15,인테리어 시공 전 조정용,B120B03
208013L06,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
208013L06,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
209944L01,WIP,2026-02-25,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
209944L01,WIP,2026-02-25,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
212127L01,RLS,2026-03-30,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C120P016304,BALANCE WEIGHT,10KG,0,,B120B03
211121L15,RLS,2026-01-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
211121L15,RLS,2026-01-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
208895L05,RLS,2026-01-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
208895L07,RLS,2026-01-26,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
208895L08,RLS,2026-01-26,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",27,,B120B03
208895L09,RLS,2026-02-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
208895L11,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
208895L19,RLS,2026-01-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
N26452L01,RLS,2026-03-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
N26452L01,RLS,2026-03-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
212668L16,RLS,2026-01-20,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C120P016304,BALANCE WEIGHT,10KG,0,,B120B03
N27424L01,RLS,2026-01-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C120P016304,BALANCE WEIGHT,10KG,0,,B120B03
N27481L01,RLS,2026-01-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C120P016304,BALANCE WEIGHT,10KG,6,,B120B03
N27543L02,RLS,2026-01-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,SUBSYSTEM",7,,B120B03
N27543L03,RLS,2026-03-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,SUBSYSTEM",7,,B120B03
N27543L04,RLS,2026-01-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,SUBSYSTEM",7,,B120B03
N27543L15,RLS,2026-03-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,SUBSYSTEM",7,,B120B03
E15752L01,RLS,2026-03-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,10,,B120B03
E15752L01,RLS,2026-03-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
N27607L53,RLS,2026-03-30,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,SUBSYSTEM",7,,B120B03
N27607L55,RLS,2026-03-12,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,SUBSYSTEM",7,,B120B03
N27607L56,RLS,2026-03-30,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,SUBSYSTEM",7,,B120B03
N27791L03,RLS,2026-03-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,7,,B120B03
N27791L04,RLS,2026-04-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,7,,B120B03
N27791L06,RLS,2026-03-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,7,,B120B03
N27791L07,RLS,2026-04-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,7,,B120B03
N27795L01,RLS,2026-03-18,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28014L01,RLS,2026-03-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N27813L01,RLS,2026-03-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
212668L04,RLS,2026-05-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011078G0100,BALANCE WEIGHT,"SS400,PIT=2200(저피트용)",21,,B120B03
212668L07,RLS,2026-05-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011078G0100,BALANCE WEIGHT,"SS400,PIT=2200(저피트용)",21,,B120B03
212668L10,RLS,2026-05-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011078G0100,BALANCE WEIGHT,"SS400,PIT=2200(저피트용)",21,,B120B03
212668L12,RLS,2026-04-10,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011078G0100,BALANCE WEIGHT,"SS400,PIT=2200(저피트용)",21,,B120B03
N27932L05,RLS,2026-03-10,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,7,,B120B03
213408L01,RLS,2026-03-23,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N27993L01,RLS,2026-04-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N27964L03,RLS,2026-03-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N27964L04,RLS,2026-05-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N27964L05,RLS,2026-03-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N27964L06,RLS,2026-05-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N27964L07,RLS,2026-03-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
213255L01,RLS,2026-05-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28221L01,RLS,2026-04-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N27890L01,RLS,2026-04-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",6,,B120B03
209552L01,RLS,2026-06-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",30,,B120B03
209552L03,RLS,2026-06-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",30,,B120B03
209552L08,RLS,2026-06-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",30,,B120B03
209552L09,RLS,2026-06-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",30,,B120B03
209552L10,RLS,2026-06-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",30,,B120B03
209552L11,RLS,2026-06-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",30,,B120B03
N28262L01,RLS,2026-04-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28244L08,RLS,2026-04-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28426L01,RLS,2026-04-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28426L02,RLS,2026-04-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28467L12,RLS,2026-04-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28467L16,RLS,2026-04-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28467L17,RLS,2026-04-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N27400L01,RLS,2026-06-11,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28360L01,RLS,2026-05-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
M20730NC200-M20730L02,RLS,2026-09-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
M20730NC200-M20730L05,RLS,2026-09-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",25,,B120B03
M20730NC200-M20730L14,RLS,2026-09-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",25,,B120B03
213926L01,RLS,2026-06-11,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
214004L01,RLS,2026-06-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
214041L01,RLS,2026-08-10,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
213910L01,RLS,2026-05-11,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
213436L08,RLS,2026-08-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",12,,B120B03
213436L10,RLS,2026-08-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",12,,B120B03
213436L15,RLS,2026-08-12,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",12,,B120B03
213436L16,RLS,2026-08-12,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",12,,B120B03
211646L07,RLS,2026-08-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",30,,B120B03
E15306L05,RLS,2026-08-18,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,6,,B120B03
211781L01,RLS,2026-08-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G020A,BALANCE WEIGHT,"CONCRETE,10kg",13,,B120B03
211781L05,RLS,2026-07-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G020A,BALANCE WEIGHT,"CONCRETE,10kg",13,,B120B03
N28702L04,RLS,2026-05-26,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
212934L01,RLS,2026-07-20,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N09995L11,RLS,2026-06-17,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N26955L01,RLS,2026-05-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",20,,B120B03
N26955L08,RLS,2026-05-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,VD005319G0100,BALANCE WEIGHT,"SS400,10.0 KG",28,,B120B03
N26955L10,RLS,2026-05-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",20,,B120B03
N26955L11,RLS,2026-05-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,VD005319G0100,BALANCE WEIGHT,"SS400,10.0 KG",28,,B120B03
N26978L02,RLS,2026-05-26,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
N26978L02,RLS,2026-05-26,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
N26888L05,RLS,2026-09-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",20,,B120B03
210769L34,RLS,2026-03-30,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
210769L34,RLS,2026-03-30,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,13,,B120B03
210769L38,WIP,2026-04-20,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
210769L38,WIP,2026-04-20,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,13,,B120B03
210692L10,RLS,2026-05-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
210692L10,RLS,2026-05-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,11,,B120B03
211370L12,RLS,2026-02-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
211370L14,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
211370L15,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
211370L18,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
211370L20,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
211370L22,RLS,2026-03-05,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
211370L30,RLS,2026-03-05,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
211370L33,RLS,2026-03-05,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
211370L35,RLS,2026-04-10,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
211370L37,RLS,2026-03-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
211370L39,RLS,2026-05-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
211370L41,RLS,2026-05-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
211370L42,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
211370L44,RLS,2026-02-10,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
211370L55,RLS,2026-05-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
E15410L03,RLS,2026-01-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,6,,B120B03
210673L04,RLS,2026-06-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,7,,B120B03
210673L04,RLS,2026-06-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,9,,B120B03
210673L12,RLS,2026-06-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,7,,B120B03
210673L12,RLS,2026-06-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,9,,B120B03
210673L14,RLS,2026-06-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,7,,B120B03
210673L14,RLS,2026-06-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,9,,B120B03
210673L15,RLS,2026-06-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,7,,B120B03
210673L15,RLS,2026-06-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,9,,B120B03
210673L21,RLS,2026-06-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,7,,B120B03
210673L21,RLS,2026-06-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,9,,B120B03
210673L23,RLS,2026-02-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
211121L04,RLS,2026-02-23,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
211121L04,RLS,2026-02-23,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
211121L14,RLS,2026-02-23,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
211121L14,RLS,2026-02-23,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
208125L04,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
208125L05,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
N27514L01,RLS,2026-03-30,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C120P016304,BALANCE WEIGHT,10KG,0,,B120B03
