PARENTNO,PROD_STATUS,PROD_MODDATE,BRAND,GISONG,EL_ASPD,EL_ACAPA,ASPSCD,PARTNO,PARTNAME,SPEC,PART_QTY,CMT,BLOCKNO
E15601L01,RLS,2026-08-28,,,,,,10110737G0600,TM,"SHIP, TM403, R.H",1,"TM403-4R-7.5kW
- TM TYPE : TM403, MOTOR : 7.5kW, ROPE : D12x4R
- COLOR : Munsell 7.5BG 7/2, OVERHEAD TYPE
- CAPACITY=600kg, CAR WEIGHT : 900kg
- SPEED=60m/min, TRAVEL HT : 36900mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : RE, L2(V) : WH, L3(W) : BK ]
- TERMINAL BOX & CABLE GLAND TABLE은 하기 적용할 것. 
  1) CABLE GLAND TYPE : OSPGM
  2) CABLE TYPE : HIS ",A101A
E15488L01,RLS,2026-04-28,,,,,,10110737G0600,TM,"SHIP, TM403, R.H",1,"TM403-4R-7.5kW
- TM TYPE : TM403, MOTOR : 7.5kW, ROPE : D12x4R
- COLOR : MUNSELL NO. 7.5BG 7/2, OVERHEAD TYPE
- CAPACITY=600kg, CAR WEIGHT : 900kg
- SPEED=60m/min, TRAVEL HT : 36900mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : RE, L2(V) : WH, L3(W) : BK ]
- 10110737 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSPGM, CABLE TYPE: HIS",A101A
E15493L01,RLS,2026-05-19,,,,,,10110737G0600,TM,"SHIP, TM403, R.H",1,"TM403-4R-7.5kW
- TM TYPE : TM403, MOTOR : 7.5kW, ROPE : D12x4R
- COLOR : MUNSELL NO. 7.5BG 7/2, OVERHEAD TYPE
- CAPACITY=600kg, CAR WEIGHT : 900kg
- SPEED=60m/min, TRAVEL HT : 36900mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : RE, L2(V) : WH, L3(W) : BK ]
- 10110737 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSPGM, CABLE TYPE: HIS",A101A
E15602L01,RLS,2026-08-28,,,,,,10110737G0600,TM,"SHIP, TM403, R.H",1,"TM403-4R-7.5kW
- TM TYPE : TM403, MOTOR : 7.5kW, ROPE : D12x4R
- COLOR : MUNSELL NO. 7.5BG 7/2, OVERHEAD TYPE
- CAPACITY=600kg, CAR WEIGHT : 900kg
- SPEED=60m/min, TRAVEL HT : 36900mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : RE, L2(V) : WH, L3(W) : BK ]
- 10110737 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSPGM, CABLE TYPE: HIS",A101A
E15492L01,WIP,2026-06-04,,,,,,10110737G0600,TM,"SHIP, TM403, R.H",1,"TM403-4R-7.5kW
- TM TYPE : TM403, MOTOR : 7.5kW, ROPE : D12x4R
- COLOR : MUNSELL NO. 7.5BG 7/2, OVERHEAD TYPE
- CAPACITY=600kg, CAR WEIGHT : 900kg
- SPEED=60m/min, TRAVEL HT : 36900mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : RE, L2(V) : WH, L3(W) : BK ]
- 10110737 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSPGM, CABLE TYPE: HIS",A101A
E15490L01,RLS,2026-08-06,,,,,,10110737G0600,TM,"SHIP, TM403, R.H",1,"TM403-4R-7.5kW
- TM TYPE : TM403, MOTOR : 7.5kW, ROPE : D12x4R
- COLOR : MUNSELL NO. 7.5BG 7/2, OVERHEAD TYPE
- CAPACITY=600kg, CAR WEIGHT : 900kg
- SPEED=60m/min, TRAVEL HT : 36900mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : RE, L2(V) : WH, L3(W) : BK ]
- 10110737 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSPGM, CABLE TYPE: HIS",A101A
E15487L01,RLS,2026-04-28,,,,,,10110737G0600,TM,"SHIP, TM403, R.H",1,"TM403-4R-7.5kW
- TM TYPE : TM403, MOTOR : 7.5kW, ROPE : D12x4R
- COLOR : MUNSELL NO. 7.5BG 7/2, OVERHEAD TYPE
- CAPACITY=600kg, CAR WEIGHT : 900kg
- SPEED=60m/min, TRAVEL HT : 36900mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : RE, L2(V) : WH, L3(W) : BK ]
- 10110737 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSPGM, CABLE TYPE: HIS",A101A
E15647L01,WIP,2026-01-13,,,,,,10110738G0600,TM,"SHIP, TM601, R.H",1,"<속도 45, 비표준주의>
TM601-6R-15kW
- TM TYPE : TM601, MOTOR : 15kW, ROPE : D12.7x6R
- COLOR : MUNSELL NO. 7.5 BG 7/2, OVERHEAD TYPE
- CAPACITY=1500kg, CAR WEIGHT : 1100kg
- (주의)SPEED=45m/min, TRAVEL HT : 27500mm
 > 기어비 1/63 로 작업요망
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : RE, L2(V) : WH, L3(W) : BU ]
- 10110738 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSNU, CABLE TYPE: NEW JIS",A101A
E15359L01,RLS,2026-03-25,,,,,,10110738G1200,TM,"SHIP, TM601, L.H",1,"<비표준주의, 추가비용 통보요망>
TM601-6R-15kW
- TM TYPE : TM601, MOTOR : 15kW, ROPE : D12.7x6R
- (주의) COLOR : RAL6024, OVERHEAD TYPE
- (주의) 도장사양은 첨부파일 참조할것.
- (주의) 첨부 모터 사양서 TM 업체에 전달하여 제작요망
- (주의) MC FOUNDATION, DEF. SHEAVE 함께 조립후 출하할것
- CAPACITY=1500kg, CAR WEIGHT : 1665kg
- SPEED=60m/min, TRAVEL HT : 35500mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : BR, L2(V) : BK, L3(W) : GR ]
- 10110738 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OS-E1UF, CABLE TYPE: RFCU
- (주의) 실적호선 TM 터미널박스에 설치되는 CABLE GLAND 와 TM 하우징이 근접하여 CABLE 설치 공간이 부족함. 터미널 박스를 하우징에서 멀어지게하고 좀더 돌출시켜 간섭발생하지 않게 배치요망
- 영업에 승인된 도장 방법으로 작업할 것 (PDM 수주정보에 등록된 PDF 파일적
  용)
- 영업에 승인된 MOTOR 사양을 기준으로 작업할 것.
  1) PT-100 (RTD) 적용
  2) Insulated Bearing 적용
  3) System Neutral earthing 적용 (IT - ISOLATED)
  4) space heater 반영 할 것
  5) 이 외에 PDM 수주정보에 등록된 PDF 파일 적용할 것.
 
* 모터명판 : 440V-3Ph-60Hz
* 모터도면 : 440V-3Ph-60Hz
* 모터성적서 : 440V-3Ph-60Hz
* 단, 당사 표준 360V-51Hz 적용
",A101A
198117L36,RLS,2026-08-13,IXEL,WBHS_(HSVF),210,1800,미지정,10100751G0300,TM,"GX160E, BRG:23220-2CS/VT143",1,"GX160E-5R-39kW
- TM TYPE : GX160E, MOTOR : 39kW, SPEED : 210m/min
- ROPE : D12x5R, 2:1 ROPING, CAPACITY : 1800kg",A101A
C29041Y01,RLS,2026-06-23,,,,,,10110737G0100,TM,"SHIP, TM403, R.H",1,"TM403-4R-5.5kW
- TM TYPE : TM403, MOTOR : 5.5kW, ROPE : D12x4R
- COLOR : 7.5 BG 7/2, BASEMENT TYPE
- CAPACITY=320kg, CAR WEIGHT : 880kg
- SPEED=30m/min, TRAVEL HT : 9100mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : BK, L2(V) : BR, L3(W) : GR ]",A101A
E15765L01,RLS,2026-07-10,,,,,,10110737G0100,TM,"SHIP, TM403, R.H",1,"TM403-4R-5.5kW
- TM TYPE : TM403, MOTOR : 5.5kW, ROPE : D12.7x4R
- COLOR : 7.5BG 7/2, BASEMENT TYPE
- CAPACITY=500kg, CAR WEIGHT : 880kg
- SPEED=30m/min, TRAVEL HT : 25423mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- DWG NO. 10110737G01 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSPGM, CABLE TYPE: HIS",A101A
E15764L01,RLS,2026-07-07,,,,,,10110737G0100,TM,"SHIP, TM403, R.H",1,"TM403-4R-5.5kW
- TM TYPE : TM403, MOTOR : 5.5kW, ROPE : D12.7x4R
- COLOR : 7.5BG 7/2, BASEMENT TYPE
- CAPACITY=500kg, CAR WEIGHT : 880kg
- SPEED=30m/min, TRAVEL HT : 25423mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- DWG NO. 10110737G01 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSPGM, CABLE TYPE: HIS",A101A
E15766L01,RLS,2026-07-14,,,,,,10110737G0100,TM,"SHIP, TM403, R.H",1,"TM403-4R-5.5kW
- TM TYPE : TM403, MOTOR : 5.5kW, ROPE : D12.7x4R
- COLOR : 7.5BG 7/2, BASEMENT TYPE
- CAPACITY=500kg, CAR WEIGHT : 880kg
- SPEED=30m/min, TRAVEL HT : 25423mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- DWG NO. 10110737 2/2 PAGE 참조하여 CABLE GLAND 적용할 것, 
  1) CABLE GLAND TYPE: OSPGM, CABLE TYPE: HIS",A101A
E15767L01,RLS,2026-08-28,,,,,,10110737G0100,TM,"SHIP, TM403, R.H",1,"TM403-4R-5.5kW
- TM TYPE : TM403, MOTOR : 5.5kW, ROPE : D12.7x4R
- COLOR : 7.5BG 7/2, BASEMENT TYPE
- CAPACITY=500kg, CAR WEIGHT : 880kg
- SPEED=30m/min, TRAVEL HT : 25423mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- TERMINAL BOX & CABLE GLAND TABLE은 하기 적용할 것. 
  1) CABLE GLAND TYPE : OSPGM
  2) CABLE TYPE : HIS ",A101A
E15410L05,RLS,2026-01-28,,,,,,10110738G0900,TM,"SHIP, TM601, L.H",1,"- (주의) TERMINAL BOX 방향 : RIGHT 
TM601-5R-11kW
- TM TYPE : TM601, MOTOR : 11kW, ROPE : D12x5R
- COLOR : Munsell 7.5 G 7/2, BASEMENT TYPE
- CAPACITY=1000kg, CAR WEIGHT : 1100kg
- SPEED=60m/min, TRAVEL HT : 28990mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- 10110738 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSNU, CABLE TYPE: NEW JIS",A101A
E15410L03,RLS,2026-01-28,,,,,,10110738G0900,TM,"SHIP, TM601, L.H",1,"- (주의) TERMINAL BOX 방향 : RIGHT 
TM601-5R-11kW
- TM TYPE : TM601, MOTOR : 11kW, ROPE : D12x5R
- COLOR : Munsell 7.5 G 7/2, BASEMENT TYPE
- CAPACITY=1000kg, CAR WEIGHT : 1100kg
- SPEED=60m/min, TRAVEL HT : 28990mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- 10110738 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSNU, CABLE TYPE: NEW JIS",A101A
E15410L04,RLS,2026-01-28,,,,,,10110738G0900,TM,"SHIP, TM601, L.H",1,"- (주의) TERMINAL BOX 방향 : RIGHT 
TM601-5R-11kW
- TM TYPE : TM601, MOTOR : 11kW, ROPE : D12x5R
- COLOR : Munsell 7.5 G 7/2, BASEMENT TYPE
- CAPACITY=1000kg, CAR WEIGHT : 1100kg
- SPEED=60m/min, TRAVEL HT : 28990mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- 10110738 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSNU, CABLE TYPE: NEW JIS",A101A
E15410L02,RLS,2026-01-28,,,,,,10110738G0900,TM,"SHIP, TM601, L.H",1,"- (주의) TERMINAL BOX 방향 : RIGHT 
TM601-5R-11kW
- TM TYPE : TM601, MOTOR : 11kW, ROPE : D12x5R
- COLOR : Munsell 7.5 G 7/2, BASEMENT TYPE
- CAPACITY=1000kg, CAR WEIGHT : 1100kg
- SPEED=60m/min, TRAVEL HT : 28990mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- 10110738 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSNU, CABLE TYPE: NEW JIS",A101A
E15774L01,RLS,2026-06-23,,,,,,10110738G0900,TM,"SHIP, TM601, L.H",1,"- (주의) TERMINAL BOX 방향 : RIGHT 
TM601-5R-11kW
- TM TYPE : TM601, MOTOR : 11kW, ROPE : D12x5R
- COLOR : Munsell 7.5 G 7/2, BASEMENT TYPE
- CAPACITY=1000kg, CAR WEIGHT : 1100kg
- SPEED=60m/min, TRAVEL HT : 28990mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- 10110738 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSNU, CABLE TYPE: JX-PG Pt3 ",A101A
E15774L02,RLS,2026-06-23,,,,,,10110738G0900,TM,"SHIP, TM601, L.H",1,"- (주의) TERMINAL BOX 방향 : RIGHT 
TM601-5R-11kW
- TM TYPE : TM601, MOTOR : 11kW, ROPE : D12x5R
- COLOR : Munsell 7.5 G 7/2, BASEMENT TYPE
- CAPACITY=1000kg, CAR WEIGHT : 1100kg
- SPEED=60m/min, TRAVEL HT : 28990mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- 10110738 도면 참조하여 CABLE GLAND 적용할 것, 
 > CABLE GLAND TYPE: OSNU, CABLE TYPE: JX-PG Pt3 ",A101A
E15881L02,RLS,2026-08-25,,,,,,10110738G0900,TM,"SHIP, TM601, L.H",1,"TM601-5R-11kW
- TM TYPE : TM601, MOTOR : 11kW, ROPE : D12x5R
- COLOR : Munsell 7.5 G 7/2, BASEMENT TYPE
- CAPACITY=1000kg, CAR WEIGHT : 1100kg
- SPEED=60m/min, TRAVEL HT : 28990mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- TERMINAL BOX 방향 : RIGHT TYPE 적용할 것. [주의!!]
- CABLE TYPE = NEW JIS , CABLE GLAND TYPE = JX-PG",A101A
E15881L03,RLS,2026-08-25,,,,,,10110738G0900,TM,"SHIP, TM601, L.H",1,"TM601-5R-11kW
- TM TYPE : TM601, MOTOR : 11kW, ROPE : D12x5R
- COLOR : Munsell 7.5 G 7/2, BASEMENT TYPE
- CAPACITY=1000kg, CAR WEIGHT : 1100kg
- SPEED=60m/min, TRAVEL HT : 28990mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- TERMINAL BOX 방향 : RIGHT TYPE 적용할 것. [주의!!]
- CABLE TYPE = NEW JIS , CABLE GLAND TYPE = JX-PG",A101A
E15784L01,RLS,2026-08-25,,,,,,10110738G0900,TM,"SHIP, TM601, L.H",1,"TM601-5R-11kW
- TM TYPE : TM601, MOTOR : 11kW, ROPE : D12x5R
- COLOR : Munsell 7.5 G 7/2, BASEMENT TYPE
- CAPACITY=1000kg, CAR WEIGHT : 1100kg
- SPEED=60m/min, TRAVEL HT : 28990mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- TERMINAL BOX 방향 : RIGHT TYPE 적용할 것. [주의!!]
- CABLE TYPE = NEW JIS , CABLE GLAND TYPE = JX-PG",A101A
E15784L02,RLS,2026-08-25,,,,,,10110738G0900,TM,"SHIP, TM601, L.H",1,"TM601-5R-11kW
- TM TYPE : TM601, MOTOR : 11kW, ROPE : D12x5R
- COLOR : Munsell 7.5 G 7/2, BASEMENT TYPE
- CAPACITY=1000kg, CAR WEIGHT : 1100kg
- SPEED=60m/min, TRAVEL HT : 28990mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- TERMINAL BOX 방향 : RIGHT TYPE 적용할 것. [주의!!]
- CABLE TYPE = NEW JIS , CABLE GLAND TYPE = JX-PG",A101A
E15881L01,RLS,2026-08-25,,,,,,10110738G0900,TM,"SHIP, TM601, L.H",1,"TM601-5R-11kW
- TM TYPE : TM601, MOTOR : 11kW, ROPE : D12x5R
- COLOR : Munsell 7.5 G 7/2, BASEMENT TYPE
- CAPACITY=1000kg, CAR WEIGHT : 1100kg
- SPEED=60m/min, TRAVEL HT : 28990mm
- BRAKE CABLE은 SADDLE로 2개소 고정할 것.
- MOTOR POWER CABLE CAP COLOR.
 [ L1(U) : GN, L2(V) : YE, L3(W) : BR ]
- TERMINAL BOX 방향 : RIGHT TYPE 적용할 것. [주의!!]
- CABLE TYPE = NEW JIS , CABLE GLAND TYPE = JX-PG",A101A
V960220,RLS,2026-01-14,,,,,,10110284G1100,TM,"GY20B, HARDENING SHEAVE",1,KC인증 사후관리 관련 TM SAMPLE 제작(GY20)_2023.08.03,A101A
205652L01,RLS,2026-04-06,NEWYZER,WBSS2_(SSVF),90,1000,KR00,10110284G1100,TM,"GY20B, HARDENING SHEAVE",1,"GY20B-10R-9.8kW
- TM TYPE : GY20B, MOTOR : 9.8kW, SPEED : 90m/min
- ROPE : D6x10R, 2:1 ROPING, CAPACITY : 1000kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
V960220,RLS,2026-01-14,,,,,,10110301G0600,TM,"GT100B, WBLX, 22.1kW, 90-120m/min",1,KC인증심사용,A101A
V960220,RLS,2026-01-14,,,,,,10110300G0800,TM,"GT70C1, SIN-COS ENCODER, D10x5R, DB350",1,KC인증심사용,A101A
209170L01,RLS,2026-01-20,NEX_MRL,GTSS_E,60,600,미지정,10110659G0200,TM,"GH13A, 45≤SPD≤60, 450≤CAPA≤630, 2R",1,"- TM : GH13A, MOTOR : 4kW, SPEED : 60m/m
- BELT : 2R, 2:1 ROPING, CAPACITY : 600kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
202801L01,RLS,2026-01-12,NEX_MRL,GTSS,90,1150,미지정,10101488G0200,TM,"GH25B, SPEED=105, CAPA=1200, DOMESTIC",1,"* N25577L02 지오베르크에 전용처리 (25.01.10)

- TM : GH25B, MOTOR : 13kW, SPEED : 90m/m
- BELT : P3.3x4R, 2:1 ROPING, CAPACITY : 1150kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
N23996L23,RLS,2026-01-21,NEX_MR,GTLX,90,1150,미지정,10101488G0200,TM,"GH25B, SPEED=105, CAPA=1200, DOMESTIC",1,"- TM : GH25B, MOTOR : 13kW, SPEED : 90m/m
- BELT : P3.3x3R, 2:1 ROPING, CAPACITY : 1150kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
N23996L21,RLS,2026-01-21,NEX_MR,GTLX,90,1150,미지정,10101488G0200,TM,"GH25B, SPEED=105, CAPA=1200, DOMESTIC",1,"- TM : GH25B, MOTOR : 13kW, SPEED : 90m/m
- BELT : P3.3x3R, 2:1 ROPING, CAPACITY : 1150kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
N23996L19,RLS,2026-01-21,NEX_MR,GTLX,90,1150,미지정,10101488G0200,TM,"GH25B, SPEED=105, CAPA=1200, DOMESTIC",1,"- TM : GH25B, MOTOR : 13kW, SPEED : 90m/m
- BELT : P3.3x3R, 2:1 ROPING, CAPACITY : 1150kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
N23996L20,RLS,2026-01-21,NEX_MR,GTLX,90,1150,미지정,10101488G0200,TM,"GH25B, SPEED=105, CAPA=1200, DOMESTIC",1,"- TM : GH25B, MOTOR : 13kW, SPEED : 90m/m
- BELT : P3.3x3R, 2:1 ROPING, CAPACITY : 1150kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
N23996L22,RLS,2026-01-21,NEX_MR,GTLX,90,1150,미지정,10101488G0200,TM,"GH25B, SPEED=105, CAPA=1200, DOMESTIC",1,"- TM : GH25B, MOTOR : 13kW, SPEED : 90m/m
- BELT : P3.3x3R, 2:1 ROPING, CAPACITY : 1150kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
N23996L25,RLS,2026-01-21,NEX_MR,GTLX,90,1150,미지정,10101488G0200,TM,"GH25B, SPEED=105, CAPA=1200, DOMESTIC",1,"- TM : GH25B, MOTOR : 13kW, SPEED : 90m/m
- BELT : P3.3x3R, 2:1 ROPING, CAPACITY : 1150kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
N23996L24,RLS,2026-01-21,NEX_MR,GTLX,90,1150,미지정,10101488G0200,TM,"GH25B, SPEED=105, CAPA=1200, DOMESTIC",1,"- TM : GH25B, MOTOR : 13kW, SPEED : 90m/m
- BELT : P3.3x3R, 2:1 ROPING, CAPACITY : 1150kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
N25205L01,RLS,2026-06-01,NEX_MR,GTLX_E,60,750,미지정,10110660G0100,TM,"GH18A, 45≤SPD≤60, 550≤CAPA≤1000",1,"* N25746L01 동양빌딩에 전용처리 (25.01.23)

- TM : GH18A, MOTOR : 4.9kW, SPEED : 60m/m
- BELT : 3R, 2:1 ROPING, CAPACITY : 750kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
204027L01,RLS,2026-06-10,NEX_MRL,GTSS_E,60,1000,미지정,10110660G0100,TM,"GH18A, 45≤SPD≤60, 550≤CAPA≤1000",2,"- TM : GH18A, MOTOR : 6.6kW, SPEED : 60m/m
- BELT : P3.3x3R, 2:1 ROPING, CAPACITY : 1000kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
204931L01,RLS,2026-08-19,NEX_MRL,GTSS_E,60,1000,미지정,10110660G0100,TM,"GH18A, 45≤SPD≤60, 550≤CAPA≤1000",1,"- TM : GH18A, MOTOR : 6.6kW, SPEED : 60m/m
- BELT : P3.3x3R, 2:1 ROPING, CAPACITY : 1000kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
V960220,RLS,2026-01-14,,,,,,10110283G0700,TM,"GY17B, LEAD WIRE-LEFT",1,KC인증 사후관리 관련 TM SAMPLE 제작(GY17)_2023.08.03,A101A
202230L12,RLS,2026-08-26,LUXEN_2,WBLX1_(LXVF),120,1150,미지정,10110300G0700,TM,"GT70B1, SIN-COS ENCODER, D10x6R, DB350",1,"GT70B1-6R-14.1kW
- TM TYPE : GT70B1, MOTOR : 14.1kW, SPEED : 120m/min
- ROPE : D10x6R, 2:1 ROPING, CAPACITY : 1150kg
- BRAKE는 신형 SWITCH 적용된 제품을 사용할 것.
- 산일 엔코더 적용할 것",A101A
202230L10,RLS,2026-08-26,LUXEN_2,WBLX1_(LXVF),120,1150,미지정,10110300G0700,TM,"GT70B1, SIN-COS ENCODER, D10x6R, DB350",1,"GT70B1-6R-14.1kW
- TM TYPE : GT70B1, MOTOR : 14.1kW, SPEED : 120m/min
- ROPE : D10x6R, 2:1 ROPING, CAPACITY : 1150kg
- BRAKE는 신형 SWITCH 적용된 제품을 사용할 것.
- 산일 엔코더 적용할 것",A101A
202230L11,RLS,2026-08-26,LUXEN_2,WBLX1_(LXVF),120,1150,미지정,10110300G0700,TM,"GT70B1, SIN-COS ENCODER, D10x6R, DB350",1,"GT70B1-6R-14.1kW
- TM TYPE : GT70B1, MOTOR : 14.1kW, SPEED : 120m/min
- ROPE : D10x6R, 2:1 ROPING, CAPACITY : 1150kg
- BRAKE는 신형 SWITCH 적용된 제품을 사용할 것.
- 산일 엔코더 적용할 것",A101A
202230L09,RLS,2026-08-26,LUXEN_2,WBLX1_(LXVF),105,1150,미지정,10110300G0700,TM,"GT70B1, SIN-COS ENCODER, D10x6R, DB350",1,"GT70B1-6R-13.2kW
- TM TYPE : GT70B1, MOTOR : 13.2kW, SPEED : 105m/min
- ROPE : D10x6R, 2:1 ROPING, CAPACITY : 1150kg
- BRAKE는 신형 SWITCH 적용된 제품을 사용할 것.
- 산일 엔코더 적용할 것",A101A
196565Y78,RLS,2026-02-06,,,,,,10101422G0600,TM,"GY35B-R1, SANIL ENCODER적용,승안법개정적용",1,"L04 호기용
GY35B-12R-15.7kW
- TM TYPE : GY35B, MOTOR : 15.7kW, SPEED : 90m/min
- ROPE : D6x12R, 2:1 ROPING, CAPACITY : 1600kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
197153L17,RLS,2026-06-16,NEWYZER,WBSS2_(SSVF),60,1150,미지정,10101427G0600,TM,"GY35C, SANIL ENCODER적용,승안법개정적용",1,"GY35C-6R-7.5kW
- TM TYPE : GY35C, MOTOR : 7.5kW, SPEED : 60m/min
- ROPE : D8x6R, 2:1 ROPING, CAPACITY : 1150kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
197207L26,RLS,2026-06-16,NEWYZER,WBSS,60,1150,미지정,10101427G0600,TM,"GY35C, SANIL ENCODER적용,승안법개정적용",1,"GY35C-6R-7.5kW
- TM TYPE : GY35C, MOTOR : 7.5kW, SPEED : 60m/min
- ROPE : D8x6R, 2:1 ROPING, CAPACITY : 1150kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
197153L16,RLS,2026-06-16,NEWYZER,WBSS2_(SSVF),60,1150,미지정,10101427G0600,TM,"GY35C, SANIL ENCODER적용,승안법개정적용",1,"GY35C-6R-7.5kW
- TM TYPE : GY35C, MOTOR : 7.5kW, SPEED : 60m/min
- ROPE : D8x6R, 2:1 ROPING, CAPACITY : 1150kg
- 손끼임 방지 스티커 부착하여 출하할 것.",A101A
