PID,VERSION,HOUID,REG_DATE
LIMIT_PASS,8672,1300352,2026-08-04T00:54:48.000+00:00
LIMIT_PASS,8671,1300351,2026-08-04T00:52:17.000+00:00
EL_PB128B08,41,1300350,2026-08-04T00:47:58.000+00:00
DUTY_YOUNGUP_FIN,1705,1300349,2026-08-04T00:42:24.000+00:00
EL_PA116B,37,1300348,2026-08-04T00:29:23.000+00:00
EL_PA115A02,54,1300347,2026-08-04T00:21:21.000+00:00
LIMIT_PASS,8670,1300346,2026-08-04T00:18:43.000+00:00
B182E01_H2,56,1300345,2026-08-04T00:18:18.000+00:00
A103B02,20,1300343,2026-08-04T00:09:11.000+00:00
LIMIT_013_OUTSIDE_FLOOR,505,1300342,2026-08-04T00:06:34.000+00:00
LIMIT_ES_PASS,64,1300340,2026-08-03T23:57:59.000+00:00
LIMIT_ES_PASS,63,1300339,2026-08-03T23:56:23.000+00:00
LIMIT_PASS,8669,1300335,2026-08-03T23:43:15.000+00:00
BOM_E100B,8,1300328,2026-08-03T23:31:33.000+00:00
BOM_B242A,40,1300325,2026-08-03T23:01:13.000+00:00
BOM_VERI_F290A02,133,1300324,2026-08-03T22:50:55.000+00:00
BOM_A206B,65,1300323,2026-08-03T10:02:08.000+00:00
BOM_A206A,73,1300320,2026-08-03T10:00:34.000+00:00
BOM_VERI_A204A,264,1300319,2026-08-03T09:59:45.000+00:00
BOM_VERI_F290A02,132,1300318,2026-08-03T09:57:52.000+00:00
AUTO_EL_ZERR_E1,35,1300317,2026-08-03T09:56:50.000+00:00
BOM_C263,235,1300316,2026-08-03T09:55:39.000+00:00
BOM_VERI_REGEN,9,1300315,2026-08-03T09:53:49.000+00:00
BOM_B259C01,306,1300314,2026-08-03T09:53:20.000+00:00
BOM_B259B22,95,1300313,2026-08-03T09:52:56.000+00:00
BOM_A230A05,2,1300312,2026-08-03T09:52:33.000+00:00
BOM_A206A,72,1300311,2026-08-03T09:52:09.000+00:00
BOM_E291A01,10,1300310,2026-08-03T09:51:27.000+00:00
BOM_A204C01,4,1300309,2026-08-03T09:51:04.000+00:00
BOM_B260C02,13,1300308,2026-08-03T09:50:31.000+00:00
BOM_B260C01,17,1300307,2026-08-03T09:50:00.000+00:00
BOM_VERI_F290A02,131,1300306,2026-08-03T09:49:35.000+00:00
BOM_C260B04,25,1300305,2026-08-03T09:49:14.000+00:00
BOM_B242A01,60,1300304,2026-08-03T09:48:53.000+00:00
BOM_B242A,39,1300303,2026-08-03T09:48:22.000+00:00
BOM_VERI_B242A01,98,1300302,2026-08-03T09:47:58.000+00:00
AUTO_EL_ZERR_C,581,1300301,2026-08-03T09:38:48.000+00:00
BOM_E291B02,228,1300300,2026-08-03T09:35:48.000+00:00
BOM_B259B03,35,1300299,2026-08-03T09:34:17.000+00:00
BOM_B259B02,49,1300298,2026-08-03T09:34:00.000+00:00
BOM_B259B01,56,1300297,2026-08-03T09:33:42.000+00:00
BOM_B259A44,17,1300296,2026-08-03T09:33:20.000+00:00
BOM_B259A40,103,1300295,2026-08-03T09:32:59.000+00:00
BOM_B259A22,13,1300294,2026-08-03T09:32:28.000+00:00
BOM_B259A11,14,1300293,2026-08-03T09:31:52.000+00:00
BOM_A260A05,79,1300292,2026-08-03T09:31:27.000+00:00
BOM_B259C01,305,1300291,2026-08-03T09:31:06.000+00:00
BOM_B259B23,34,1300290,2026-08-03T09:30:37.000+00:00
BOM_A260A05,78,1300289,2026-08-03T09:26:14.000+00:00
BOM_B259C01,304,1300288,2026-08-03T09:25:52.000+00:00
BOM_VERI_A2000,316,1300287,2026-08-03T09:21:41.000+00:00
AUTO_EL_ZERR_A,107,1300286,2026-08-03T09:17:24.000+00:00
BOM_VERI_A204A,263,1300285,2026-08-03T09:16:23.000+00:00
7009774_AUTO,143,1300283,2026-08-03T08:17:40.000+00:00
DUTY_YOUNGUP,5346,1300282,2026-08-03T07:50:19.000+00:00
D161A,61,1300281,2026-08-03T07:47:30.000+00:00
EL_PD162A06,7,1300280,2026-08-03T07:47:28.000+00:00
B125A,120,1300279,2026-08-03T07:46:32.000+00:00
LIMIT_MODELQT,129,1300278,2026-08-03T07:44:42.000+00:00
LIMIT_PASS,8668,1300277,2026-08-03T07:43:34.000+00:00
LIMIT_PASS,8667,1300276,2026-08-03T07:42:48.000+00:00
LIMIT_PASS,8666,1300275,2026-08-03T07:37:33.000+00:00
AUTO_EL_ETMINV,65,1300274,2026-08-03T07:37:06.000+00:00
DUTY_YOUNGUP,5345,1300272,2026-08-03T07:03:40.000+00:00
DUTY_YOUNGUP,5344,1300271,2026-08-03T07:01:06.000+00:00
SH_PB120A,30,1300270,2026-08-03T06:52:38.000+00:00
SALES_ETC,254,1300268,2026-08-03T06:41:25.000+00:00
AUTO_EL_ZERR_E5,92,1300267,2026-08-03T06:40:46.000+00:00
AUTO_EL_ZERR_E5,91,1300266,2026-08-03T06:38:32.000+00:00
AUTO_EL_ZERR_E5,90,1300262,2026-08-03T06:36:04.000+00:00
AUTO_EL_ZERR_E6,29,1300258,2026-08-03T06:34:29.000+00:00
AUTO_EL_ZERR_E5,89,1300256,2026-08-03T06:32:01.000+00:00
AUTO_EL_ZERR_E6,28,1300254,2026-08-03T06:29:00.000+00:00
AUTO_EL_ZERR_E5,88,1300251,2026-08-03T06:23:57.000+00:00
SH_PA115A03,14,1300249,2026-08-03T06:22:34.000+00:00
AUTO_EL_ZERR_E5,87,1300248,2026-08-03T06:19:57.000+00:00
B120A,182,1300247,2026-08-03T06:19:23.000+00:00
SH_PA103B09,5,1300246,2026-08-03T06:19:21.000+00:00
B120A,181,1300245,2026-08-03T06:16:55.000+00:00
AUTO_EL_ZERR_E5,86,1300244,2026-08-03T06:16:52.000+00:00
SH_PA103B02,20,1300243,2026-08-03T06:15:49.000+00:00
SH_A103B02,11,1300242,2026-08-03T06:15:26.000+00:00
AUTO_EL_ZERR_E5,85,1300241,2026-08-03T06:14:13.000+00:00
AUTO_EL_ZERR_E5,84,1300240,2026-08-03T06:11:54.000+00:00
DUTY_YOUNGUP_FIN,1704,1300239,2026-08-03T06:11:49.000+00:00
SH_PA103A03,3,1300238,2026-08-03T06:09:44.000+00:00
SH_A103A01,1,1300237,2026-08-03T06:09:05.000+00:00
E281A,79,1300236,2026-08-03T06:08:26.000+00:00
E280A,203,1300235,2026-08-03T06:08:24.000+00:00
C2620,67,1300234,2026-08-03T06:08:23.000+00:00
SH_PA103A01,6,1300233,2026-08-03T06:07:14.000+00:00
LIMIT_PASS,8665,1300231,2026-08-03T06:06:47.000+00:00
B259B60,20,1300232,2026-08-03T06:06:46.000+00:00
AUTO_EL_ZERR_E5,83,1300230,2026-08-03T06:06:38.000+00:00
SH_A103A,2,1300229,2026-08-03T06:04:39.000+00:00
SH_PA103A,23,1300228,2026-08-03T06:03:13.000+00:00
DUTY_TABLE_NEWYZER,58,1300227,2026-08-03T06:00:09.000+00:00
SH_PA101B,7,1300226,2026-08-03T05:57:24.000+00:00
SH_PA101B,6,1300224,2026-08-03T05:53:28.000+00:00
SH_PA101A19,8,1300222,2026-08-03T05:52:15.000+00:00
SH_PA101A15,4,1300221,2026-08-03T05:51:02.000+00:00
SH_PA101A06,2,1300220,2026-08-03T05:50:06.000+00:00
SH_PA101A06,1,1300219,2026-08-03T05:48:26.000+00:00
7009775_AUTO,281,1300218,2026-08-03T05:23:37.000+00:00
LIMIT_012_INSIDE,-1,1153056,2026-08-03T05:21:35.000+00:00
EL_PA115A02,53,1300217,2026-08-03T05:18:54.000+00:00
DUTY_YOUNGUP_FIN,1703,1300216,2026-08-03T05:14:03.000+00:00
