PARTNO,PARTNAME,SPEC,CMT,HOGI_CNT,ITEM_CNT
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=920 (35/BG-160/35 -> 50/820/50 로 변경), SW=120, SC=SE=70",15,15
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=920 (35/BG-160/35 -> 65/790/65 로 변경), SW=200, SC=SE=100",15,15
VC003831G9300,SUBWEIGHT,"SS400,20kg","*A=930, [A-70]=820, B=180, C=E=80",15,15
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=825 (35/BG-160/35 -> 50/725/50 로 변경), SW=170, SC=SE=120",15,15
18110825G2300,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S",- SPRAY COLOR : BLACK,15,15
18110824G4100,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 46 EA / 2차 입고수량 : 4 EA",15,15
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 32 EA / 2차 입고수량 : 14 EA",15,15
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=805 (35/BG-160/35 -> 40/725/40 로 변경), SW=250, SC=SE=165",15,15
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=920 (35/BG-160/35 -> 65/790/65 로 변경), SW=175, SC=SE=100",15,15
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 33 EA / 2차 입고수량 : 14 EA",14,14
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1120 (35/BG-160/35 -> 45/1030/45 로 변경), SW=125, SC=SE=65",14,14
18110414G1700,SUBWEIGHT,"SS400,30kg",- 1차 입고수량 : 48 EA / 2차 입고수량 : 9 EA,14,14
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 37 EA / 2차 입고수량 : 7 EA",14,14
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=910 (35/BG-160/35 -> 55/800/55 로 변경), SW=200, SC=SE=100",14,14
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 89 EA / 2차 입고수량 : 12 EA",14,14
VC003831G9300,SUBWEIGHT,"SS400,20kg","- MATERIAL : SS400, WEIGHT : 20kg/EA
- A=810, A-70=685 적용, C=E=120, B=165",14,14
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=835 (35/BG-160/35 -> 50/735/50 로 변경), SW=170, SC=SE=120",14,14
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 28 EA / 2차 입고수량 : 2 EA",13,13
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=820 (35/BG-160/35 -> 50/720/50 로 변경), SW=160, SC=SE=65",13,13
18110412G1800,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 51 EA / 2차 입고수량 : 5 EA",13,13
18110352G0100,SUBWEIGHT,SS400,,13,13
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 42 EA / 2차 입고수량 : 8 EA",13,13
C18110825G2300,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S",- SPRAY COLOR : BLACK,13,13
18110412G18Z2,SUBWEIGHT,"SMP:신안산선,CONCRETE,30kg",,13,13
18110412G0300,SUBWEIGHT,"CONCRETE,30kg",2026.03.09 Plan C Weight 류 변경 건.,13,13
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 40 EA / 2차 입고수량 : 10 EA",13,13
18110414G21Z2,SUBWEIGHT,"SMP:신안산선,SS400,30kg",,13,13
18110824G2400,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S",- SPRAY COLOR : BLACK,13,13
18110414G0300,SUBWEIGHT,"SS400,30kg",,13,13
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1105 (35/BG-160/35 -> 55/995/55 로 변경), SW=250, SC=SE=95",13,13
18100123G0200,SUBWEIGHT,"SS400, WT=48kg",,13,13
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 59 EA / 2차 입고수량 : 7 EA",13,13
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=925 (35/BG-160/35 -> 52.5/820/52.5 로 변경), SW=180, SC=SE=85",13,13
18110824G2600,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S",- SPRAY COLOR : BLACK,13,13
V0005657G0200,SUBWEIGHT,"SS400, WT=56kg",,13,13
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 89 EA / 2차 입고수량 : 11 EA",12,12
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=705 (35/BG-160/35 -> 40/625/40 로 변경), SW=170, SC=SE=65",12,12
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 79 EA / 2차 입고수량 : 14 EA",12,12
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=840 (35/BG-160/35 -> 55/730/55 로 변경), SW=250, SC=SE=175",12,12
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 42 EA / 2차 입고수량 : 14 EA",12,12
18110824G4300,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 35 EA / 2차 입고수량 : 12 EA",12,12
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=915 (35/BG-160/35 -> 60/795/60 로 변경), SW=170, SC=SE=105",12,12
18110824G3300,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S",- SPRAY COLOR : BLACK,12,12
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=700 (35/BG-160/35 -> 30/640/30 로 변경), SW=180, SC=SE=70",12,12
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=895 (35/BG-160/35 -> 40/815/40 로 변경), SW=180, SC=SE=80",12,12
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","""- 1차 입고수량 : 42 EA / 2차 입고수량 : 11 EA
- 2026.05.08 5EA 추가 이차 입고일 함께 출하""",12,12
18110414G0300,SUBWEIGHT,"SS400,30kg",2026.03.09 Plan C Weight 류 변경 건.,12,12
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 55 EA / 2차 입고수량 : 9 EA",12,12
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=825 (35/BG-160/35 -> 45/735/45 로 변경), SW=250, SC=SE=170",12,12
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=925 (35/BG-160/35 -> 50/825/50 로 변경), SW=125, SC=SE=65",12,12
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 87 EA / 2차 입고수량 : 14 EA",12,12
18110825G3100,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 11 EA / 2차 입고수량 : 4 EA",11,11
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=810 (35/BG-160/35 -> 40/730/40 로 변경), SW=250, SC=SE=165",11,11
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=905 (35/BG-160/35 -> 40/825/40 로 변경), SW=180, SC=SE=85",11,11
18110412G1800,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 38 EA / 2차 입고수량 : 13 EA",11,11
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1115 (35/BG-160/35 -> 45/1025/45 로 변경), SW=125, SC=SE=65",11,11
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 38 EA / 2차 입고수량 : 10 EA",11,11
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=820 (35/BG-160/35 -> 45/730/45 로 변경), SW=170, SC=SE=120",11,11
18110299G0200,SUBWEIGHT,"SS400,25kg/EA",,11,11
18110358G0100,SUBWEIGHT,"CONCRETE,3.6E-6kg/mm^3,25KG/EA",,11,11
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=795 (35/BG-160/35 -> 40/715/40 로 변경), SW=160, SC=SE=70",11,11
VC003831G9300,SUBWEIGHT,"SS400,20kg","18110340G04 참조하여 제작하되, T=40 적용할것",11,11
18110824G410A,SUBWEIGHT,"CONCRETE(3.2),30kg","- SPRAY COLOR : BLACK
- 1차 입고수량 : 37 EA / 2차 입고수량 : 4 EA",11,11
18110298G0600,SUBWEIGHT,"SS400,20kg/EA",,11,11
18110824G410A,SUBWEIGHT,"CONCRETE(3.2),30kg","- SPRAY COLOR : BLACK
- 1차 입고수량 : 34 EA / 2차 입고수량 : 9 EA",11,11
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=800 (35/BG-160/35 -> 40/720/40 로 변경), SW=250, SC=SE=170",11,11
18110414G0200,SUBWEIGHT,"SS400,30kg",,11,11
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1135 (35/BG-160/35 -> 55/1025/55 로 변경), SW=125, SC=SE=65",11,11
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1160 (35/BG-160/35 -> 65/1030/65 로 변경), SW=220, SC=SE=115",11,11
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1125 (35/BG-160/35 -> 50/1025/50 로 변경), SW=220, SC=SE=170",10,10
18110824G410A,SUBWEIGHT,"CONCRETE(3.2),30kg","- SPRAY COLOR : BLACK
- 1차 입고수량 : 47 EA / 2차 입고수량 : 8 EA",10,10
18110824G2500,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S",- SPRAY COLOR : BLACK,10,10
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=810 (35/BG-160/35 -> 40/730/40 로 변경), SW=250, SC=SE=175",10,10
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=710 (35/BG-160/35 -> 30/650/30 로 변경), SW=175, SC=SE=65",10,10
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 54 EA / 2차 입고수량 : 9 EA",10,10
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1120 (35/BG-160/35 -> 45/1030/45 로 변경), SW=120, SC=SE=70",10,10
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 34 EA / 2차 입고수량 : 12 EA",10,10
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=830 (35/BG-160/35 -> 65/700/65 로 변경), SW=170, SC=SE=115",10,10
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 57 EA / 2차 입고수량 : 9 EA",10,10
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 83 EA / 2차 입고수량 : 12 EA",10,10
18110824G410A,SUBWEIGHT,"CONCRETE(3.2),30kg","- SPRAY COLOR : BLACK
- 1차 입고수량 : 35 EA / 2차 입고수량 : 14 EA",10,10
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=920 (35/BG-160/35 -> 47.5/825/47.5 로 변경), SW=125, SC=SE=70",10,10
VC003831G9300,SUBWEIGHT,"SS400,20kg","- MATERIAL : SS400, WEIGHT : 20kg/EA
- A=810, A-70 -> 740적용, C=E=170, B=250",10,10
VC003831G9300,SUBWEIGHT,"SS400,20kg","- MATERIAL : SS400, WEIGHT : 20kg/EA
* VC11228H03 적용하여 제작할 것.",10,10
18110412G2100,SUBWEIGHT,"CONCRETE,30kg",- 1차 입고수량 : 67 EA / 2차 입고수량 : 2 EA,10,10
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 84 EA / 2차 입고수량 : 14 EA",10,10
18110824G310A,SUBWEIGHT,"CONCRETE(3.2),30kg",- SPRAY COLOR : BLACK,10,10
VC003831G9300,SUBWEIGHT,"SS400,20kg","- MATERIAL : SS400, WEIGHT : 20kg/EA
* A=920 , A-70=820 적용 , B=180 , C=E=80",10,10
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 94 EA / 2차 입고수량 : 7 EA",10,10
18100374G0500,SUBWEIGHT,"FC, 7.0x10^-6, 25kg",,10,10
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=825 (35/BG-160/35 -> 45/735/45 로 변경), SW=250, SC=SE=165",10,10
18110351G0500,SUBWEIGHT,"SS400,39KG",,10,10
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=820 (35/BG-160/35 -> 45/730/45 로 변경), SW=240, SC=SE=165",9,9
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 82 EA / 2차 입고수량 : 14 EA",9,9
18110824G410A,SUBWEIGHT,"CONCRETE(3.2),30kg","- SPRAY COLOR : BLACK
- 1차 입고수량 : 32 EA / 2차 입고수량 : 11 EA",9,9
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=810 (35/BG-160/35 -> 30/750/30 로 변경), SW=155, SC=SE=45",9,9
C18110824G2500,SUBWEIGHT,"CONCRETE(3.2),30kg,SUBSYSTEM",- SPRAY COLOR : BLACK,9,9
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 56 EA / 2차 입고수량 : 9 EA",9,9
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=830 (35/BG-160/35 -> 50/730/50 로 변경), SW=170, SC=SE=125",9,9
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1135 (35/BG-160/35 -> 70/995/70 로 변경), SW=220, SC=SE=165",9,9
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=925 (35/BG-160/35 -> 50/825/50 로 변경), SW=170, SC=SE=65",9,9
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 64 EA / 2차 입고수량 : 2 EA",9,9
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 47 EA / 2차 입고수량 : 7 EA",9,9
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=925 (35/BG-160/35 -> 50/825/50 로 변경), SW=120, SC=SE=65",9,9
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 59 EA / 2차 입고수량 : 5 EA",9,9
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1105 (35/BG-160/35 -> 55/995/55 로 변경), SW=250, SC=SE=90",9,9
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=825 (35/BG-160/35 -> 50/725/50 로 변경), SW=250, SC=SE=170",9,9
18110412G2100,SUBWEIGHT,"CONCRETE,30kg",- 1차 입고수량 : 37 EA / 2차 입고수량 : 5 EA,9,9
18110824G230A,SUBWEIGHT,"CONCRETE(3.2),30kg",- SPRAY COLOR : BLACK,9,9
18110824G250A,SUBWEIGHT,"CONCRETE(3.2),30kg",- SPRAY COLOR : BLACK,9,9
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1120 (35/BG-160/35 -> 45/1030/45 로 변경), SW=125, SC=SE=70",9,9
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]= (35/BG-160/35 -> 55/585/55 로 변경), SC=SE=95, SW=250, G= 최소 비중 7 맞추어 작업할 것.",9,9
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 63 EA / 2차 입고수량 : 9 EA",9,9
VC003831G9300,SUBWEIGHT,"SS400,20kg","- MATERIAL : SS400, WEIGHT : 20kg/EA
- A=830, A-70 -> 690로 적용, C=E=105, B=170",9,9
18110824G410A,SUBWEIGHT,"CONCRETE(3.2),30kg","- SPRAY COLOR : BLACK
- 1차 입고수량 : 39 EA / 2차 입고수량 : 10 EA",9,9
18110412G2100,SUBWEIGHT,"CONCRETE,30kg",- 1차 입고수량 : 58 EA / 2차 입고수량 : 10 EA,9,9
18110340G0700,SUBWEIGHT,FC15,,9,9
18110412G1800,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 45 EA / 2차 입고수량 : 5 EA",9,9
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 47 EA / 2차 입고수량 : 11 EA",9,9
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1140 (35/BG-160/35 -> 55/1030/55 로 변경), SW=220, SC=SE=170",9,9
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=835 (35/BG-160/35 -> 52.5/730/52.5 로 변경), SW=250, SC=SE=170",9,9
18110414G0100,SUBWEIGHT,"SS400,30kg",,9,9
18110412G0900,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 25 EA / 2차 입고수량 : 3 EA",9,9
C18110825G2500,SUBWEIGHT,"CONCRETE(5.2),30kg,SUBSYSTEM",- SPRAY COLOR : BLACK,9,9
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 68 EA / 2차 입고수량 : 3 EA",9,9
18110412G1800,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 43 EA / 2차 입고수량 : 13 EA",9,9
C18110824G230A,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S",- SPRAY COLOR : BLACK,8,8
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 38 EA / 2차 입고수량 : 7 EA",8,8
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 59 EA / 2차 입고수량 : 9 EA",8,8
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 40 EA / 2차 입고수량 : 14 EA",8,8
18110413G0800,SUBWEIGHT,"FC,30kg",- 1차 입고수량 : 22 EA / 2차 입고수량 : 36 EA,8,8
18110824G4300,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 36 EA / 2차 입고수량 : 12 EA",8,8
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 49 EA / 2차 입고수량 : 6 EA",8,8
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 56 EA / 2차 입고수량 : 10 EA",8,8
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 84 EA / 2차 입고수량 : 12 EA",8,8
18110412G1800,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 41 EA / 2차 입고수량 : 13 EA",8,8
C18110825G2400,SUBWEIGHT,"CONCRETE(5.2),30kg,SUBSYSTEM",- SPRAY COLOR : BLACK,8,8
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=920 (35/BG-160/35 -> 50/820/50 로 변경), SW=200, SC=SE=70",8,8
18110412G0900,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 1 EA / 2차 입고수량 : 4 EA",8,8
18110414G1800,SUBWEIGHT,"SS400,30kg",PAINT: 노루표페인트 DPI-NA216,8,8
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]= (35/BG-160/35 -> 65/1035/65 로 변경), SC=SE=115, SW=220, G=최소 비중 7 맞출 것",8,8
18110414G9100,SUBWEIGHT,"SS400,30kg","*18110414G09 (CWT BG.=1100, SW=150) 형상으로 제작바랍니다.",8,8
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 39 EA / 2차 입고수량 : 8 EA",8,8
VC003831G9300,SUBWEIGHT,"SS400,20kg","*VC3831(A=1110, [A-70]=990, 도면상 35->60, C=E=90, B=245)
*2026.04.17 전 호기용 제작완료 후 LAYOUT 도면 변경(실측치와 불일치)되어 3EA 추가",8,8
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=815 (35/BG-160/35 -> 45/725/45 로 변경), SW=170, SC=SE=120",8,8
18110824G410A,SUBWEIGHT,"CONCRETE(3.2),30kg",- SPRAY COLOR :BLACK,8,8
VC003831G9300,SUBWEIGHT,"SS400,20kg","- MATERIAL : SS400, WEIGHT : 20kg/EA
- A=1230, A-70 -> 1110적용, C=E=150, B=250
* 2-D50 HOLES 가공요망 (FOR FIXING ROD), HOLE 간격 875
",8,8
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=805 (35/BG-160/35 -> 40/725/40 로 변경), SW=250, SC=SE=175",8,8
18110825G3900,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S",- SPRAY COLOR : BLACK,8,8
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 45 EA / 2차 입고수량 : 7 EA",8,8
18110412G0900,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 28 EA / 2차 입고수량 : 3 EA",8,8
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=715 (35/BG-160/35 -> 40/635/40 로 변경), SW=175, SC=SE=70",8,8
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1085 (35/BG-160/35 -> 45/995/45 로 변경), SW=250, SC=SE=95",8,8
C18110824G2400,SUBWEIGHT,"CONCRETE(3.2),30kg,SUBSYSTEM",- SPRAY COLOR : BLACK,8,8
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=925 (35/BG-160/35 -> 65/795/65 로 변경), SW=200, SC=SE=100",8,8
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=830 (35/BG-160/35 -> 50/730/50 로 변경), SW=175, SC=SE=120",8,8
18110824G240A,SUBWEIGHT,"CONCRETE(3.2),30kg",- SPRAY COLOR : BLACK,8,8
VC003831G9300,SUBWEIGHT,"SS400,20kg",*VC864H01 형상으로 개당 30kg 이하로 제작바랍니다.,8,8
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=850 (35/BG-160/35 -> 45/760/45 로 변경), SW=170, SC=SE=115",8,8
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 55 EA / 2차 입고수량 : 8 EA",8,8
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=845 (35/BG-160/35 -> 55/735/55 로 변경), SW=250, SC=SE=170",7,7
18110414G1700,SUBWEIGHT,"SS400,30kg",- 1차 입고수량 : 54 EA / 2차 입고수량 : 7 EA,7,7
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1135 (35/BG-160/35 -> 52.5/1030/52.5 로 변경), SW=220, SC=SE=170",7,7
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 55 EA / 2차 입고수량 : 7 EA",7,7
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=925 (35/BG-160/35 -> 50/825/50 로 변경), SW=180, SC=SE=80",7,7
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 62 EA / 2차 입고수량 : 5 EA",7,7
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1100 (35/BG-160/35 -> 55/990/55 로 변경), SW=250, SC=SE=95",7,7
18100371G0100,SUBWEIGHT,"CONCRETE, 3.0x10^-6, 25kg",,7,7
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=810 (35/BG-160/35 -> 40/730/40 로 변경), SW=150, SC=SE=100",7,7
18110824G410A,SUBWEIGHT,"CONCRETE(3.2),30kg","- SPRAY COLOR : BLACK
- 1차 입고수량 : 42 EA / 2차 입고수량 : 10 EA",7,7
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 91 EA / 2차 입고수량 : 12 EA",7,7
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=910 (35/BG-160/35 -> 45/820/45 로 변경), SW=170, SC=SE=70",7,7
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=840 (35/BG-160/35 -> 55/730/55 로 변경), SW=170, SC=SE=125",7,7
